Title,Author,Avg_Rating,Total_Ratings,Votes,Score
Divergent Mind: Thriving in a World That Wasn't Designed for You,Jenara Nerenberg,3.81,9239,26,2474
Since You've Been Gone,Morgan Matson,4.07,116635,27,2472
"Baby (Species Intervention #6609, #1)",J.K. Accinni,3.82,898,25,2469
"Out of Sight, Out of Time (Gallagher Girls, #5)",Ally Carter,4.33,58639,32,2468
"Starters (Starters, #1)",Lissa Price,3.88,45395,30,2465
"Queen of Air and Darkness (The Dark Artifices, #3)",Cassandra Clare,4.32,125307,31,2465
"The Body Farm (Kay Scarpetta, #5)",Patricia Cornwell,4.07,80170,41,2464
"Crazy Rich Asians (Crazy Rich Asians, #1)",Kevin Kwan,3.91,545674,29,2464
Attachments,Rainbow Rowell,3.86,208840,30,2463
"Shōgun (Asian Saga, #1)",James Clavell,4.41,211248,28,2462
Chasers of the Light: Poems from the Typewriter Series,Tyler Knott Gregson,4.18,10936,26,2461
"Grip of the Shadow Plague (Fablehaven, #3)",Brandon Mull,4.31,98613,33,2461
"The Toll (Arc of a Scythe, #3)",Neal Shusterman,4.16,170314,28,2461
"The Bone Season (The Bone Season, #1)",Samantha Shannon,3.84,101230,27,2460
"The Fifth Elephant (Discworld, #24; City Watch, #5)",Terry Pratchett,4.31,79316,38,2458
Future Proof,David   Atkinson,4.41,2919,26,2457
Avalon High,Meg Cabot,3.81,47526,34,2456
"Master & Commander (Aubrey & Maturin, #1)",Patrick O'Brian,4.07,63226,35,2456
Into the Water,Paula Hawkins,3.59,418398,28,2456
"The Austere Academy (A Series of Unfortunate Events, #5)",Lemony Snicket,4.01,173361,38,2454
"The Name of This Book Is Secret (Secret, #1)",Pseudonymous Bosch,4.07,56951,31,2454
The Zahir,Paulo Coelho,3.58,82772,31,2453
"Significance (Significance, #1)",Shelly Crane,4.09,45577,28,2453
The Naked Communist,W. Cleon Skousen,4.3,1588,26,2453
The Stars My Destination,Alfred Bester,4.06,55270,32,2452
Om Chanting and Meditation,Amit Ray,3.92,1191,25,2450
London,Edward Rutherfurd,4.09,34165,39,2449
The Mysterious Island,Jules Verne,4.13,58886,39,2447
The Odd and The Strange: A Collection of Very Short Fiction,Harvey Havel,4.32,1194,28,2446
The Bane Chronicles,Cassandra Clare,4.08,107136,32,2445
"Wildwood Dancing (Wildwood, #1)",Juliet Marillier,4.1,32338,30,2442
Horns,Joe Hill,3.93,119991,31,2442
"Harold and the Purple Crayon (Harold, #1)",Crockett Johnson,4.28,147298,37,2442
"The House Witch (The House Witch, #1)",Delemhach,4.11,33371,26,2441
ساق البامبو,سعود السنعوسي,4.21,59905,27,2440
Presence: Bringing Your Boldest Self to Your Biggest Challenges,Amy Cuddy,3.9,19048,26,2440
Battle Cry,Leon Uris,4.17,10246,26,2439
Under the Volcano,Malcolm Lowry,3.76,26775,32,2439
Brighton Rock,Graham Greene,3.69,35715,32,2438
Dreams from My Father: A Story of Race and Inheritance,Barack Obama,3.94,230806,29,2438
The One and Only Ivan (The One and Only #1),Katherine Applegate,4.27,209004,30,2437
A Hero of Our Time,Mikhail Lermontov,4.11,63961,29,2435
How to Stop Time,Matt Haig,3.83,218824,27,2435
"Homerun Proposal (Orleans University, #1)",Maren Moore,3.77,18470,26,2435
"The Oresteia: Agamemnon, The Libation Bearers, The Eumenides",Aeschylus,4.02,46606,36,2433
Brida,Paulo Coelho,3.51,83796,30,2432
"Wake (Wake, #1)",Lisa McMann,3.75,82657,36,2432
"Strange Angels (Strange Angels, #1)",Lili St. Crow,3.79,41445,33,2431
"The Body Finder (The Body Finder, #1)",Kimberly Derting,3.94,53919,32,2431
"Fool's Errand (Tawny Man, #1)",Robin Hobb,4.39,105503,32,2427
"Harrow the Ninth (The Locked Tomb, #2)",Tamsyn Muir,4.29,88226,26,2426
The Doors of Perception & Heaven and Hell,Aldous Huxley,3.91,75230,29,2424
EXTRAORDINARY TRUE STORIES OF SURVIVAL IN BURMA WW2: tens of thousands fled to India from the Japanese Invasion in 1942,Elizabeth Tebby Germaine,4.4,735,27,2417
The Mummy (Ramses the Damned #1),Anne Rice,3.86,48695,40,2415
The Solitaire Mystery,Jostein Gaarder,4.18,27236,27,2413
A Northern Light,Jennifer Donnelly,3.83,45766,31,2411
The War of the End of the World,Mario Vargas Llosa,4.25,12631,31,2411
"I Hunt Killers (I Hunt Killers, #1)",Barry Lyga,4.01,42973,29,2410
"Sunday Morning (Sunday Morning, #1)",Jewel E. Ann,4.15,15010,26,2410
"Raise High the Roof Beam, Carpenters & Seymour: An Introduction",J.D. Salinger,4.1,53493,37,2407
"Summer Knight (The Dresden Files, #4)",Jim  Butcher,4.26,160956,33,2406
"Anna Dressed in Blood (Anna, #1)",Kendare Blake,3.91,107597,32,2405
"The Battle for Skandia (Ranger's Apprentice, #4)",John Flanagan,4.36,106734,32,2405
"Stillhouse Lake (Stillhouse Lake, #1)",Rachel Caine,4.11,190859,27,2404
Change of Heart,Jodi Picoult,3.94,125358,37,2403
One Moment in Time,Shari Low,4.17,33747,25,2403
"Things We Hide from the Light (Knockemout, #2)",Lucy Score,4.03,516640,26,2402
"Dorothy Must Die (Dorothy Must Die, #1)",Danielle  Paige,3.8,86579,30,2401
"The Naming (The Books of Pellinor, #1)",Alison Croggon,4.03,27574,31,2400
"A Winter's Promise (The Mirror Visitor, #1)",Christelle Dabos,4.01,121778,27,2400
"Hometown Girl at Heart (Hometown, #1)",Kirsten Fullmer,4.3,3948,26,2397
The Trial of Joe Harlan Junior (Talion #0.5),J.K. Franko,4.32,912,28,2394
"Olive Kitteridge (Olive Kitteridge, #1)",Elizabeth Strout,3.86,266685,33,2393
"A Knight in Shining Armor (Montgomery/Taggert Family, #13)",Jude Deveraux,4.2,38418,29,2393
History Is All You Left Me,Adam Silvera,3.91,78941,27,2391
The Power of Dao: A Timeless Guide to Happiness and Harmony,Lou Marinoff,4.26,975,26,2389
"Casino Royale (James Bond, #1)",Ian Fleming,3.74,95275,33,2388
"Things I Wanted to Say, But Never Did (Lancaster Prep, #1)",Monica  Murphy,3.57,64767,25,2388
"Memories of Ice (Malazan Book of the Fallen, #3)",Steven Erikson,4.48,66339,26,2387
Confess,Colleen Hoover,4.06,608071,29,2387
The Longest Ride,Nicholas Sparks,4.17,157225,27,2386
"Vampire Princess Rising (The Winters Family Saga, #2)",Jami Brumfield,4.37,262,25,2380
"The Mindf*ck Series (Mindf*ck, #1-5)",S.T. Abby,4.61,103218,26,2378
The Hero With a Thousand Faces,Joseph Campbell,4.13,44862,30,2377
"The Book of Life (All Souls, #3)",Deborah Harkness,4.21,218126,30,2376
Holy Bible: English Standard Version,Anonymous,4.59,51596,27,2376
Sea of Tranquility,Emily St. John Mandel,4.05,293379,26,2375
"The Rose Society (The Young Elites, #2)",Marie Lu,4.01,69253,26,2373
The Complete Short Stories of Ernest Hemingway,Ernest Hemingway,4.29,37930,38,2372
"A Conjuring of Light (Shades of Magic, #3)",V.E. Schwab,4.3,193228,27,2372
Is Everyone Hanging Out Without Me?,Mindy Kaling,3.86,512612,30,2371
The Gift of the Magi,O. Henry,4.11,101153,42,2370
Tipping the Velvet,Sarah Waters,4.06,77997,29,2369
In the Miso Soup,Ryū Murakami,3.62,44340,27,2368
"The Foundation Trilogy (Foundation, #1-3)",Isaac Asimov,4.42,108345,26,2368
Secrets of a Charmed Life,Susan Meissner,4.25,68742,26,2367
"The Sword in the Stone (Once and Future King, #1)",T.H. White,3.89,28316,45,2365
The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,4.12,118780,38,2365
"Missing Wings (Aranysargas, #1)",Andrea Luhman,4.29,2173,26,2365
Cold Comfort Farm,Stella Gibbons,3.88,54821,37,2364
"We Should All Be Millionaires: A Woman’s Guide to Earning More, Building Wealth, and Gaining Economic Power",Rachel Rodgers,4.18,7462,25,2362
"The Alloy of Law (Mistborn, #4)",Brandon Sanderson,4.19,284567,28,2360
"First Drop of Crimson (Night Huntress World, #1)",Jeaniene Frost,4.15,59000,38,2359
"The Miserable Mill (A Series of Unfortunate Events, #4)",Lemony Snicket,3.86,183934,38,2358
"Metro 2033 (Metro, #1)",Dmitry Glukhovsky,4.03,74905,26,2356
"Fullmetal Alchemist, Vol. 1",Hiromu Arakawa,4.53,189673,32,2355
Before We Were Yours,Lisa Wingate,4.4,719486,28,2353
"Our Blue Orange (Godfrey Davis, #1)",A.R. Merrydew,4.2,5420,25,2353
Giovanni’s Room,James Baldwin,4.34,247193,25,2353
"Tree of Aeons (Tree of Aeons, #1)",spaizzzer,4.19,1848,25,2353
The Search for Mother Missing: A Peek Inside International Adoption (Adoption Books for Adults),Janine Vance,4.48,957,25,2352
"An Echo in the Darkness (Mark of the Lion, #2)",Francine  Rivers,4.64,63169,29,2351
"Tithe (Modern Faerie Tales, #1)",Holly Black,3.69,106749,30,2350
"Things We Never Got Over (Knockemout, #1)",Lucy Score,4.13,1059499,27,2350
"Spells (Wings, #2)",Aprilynne Pike,3.97,42607,32,2349
"When the Wind Blows (When the Wind Blows, #1)",James  Patterson,3.94,55538,28,2347
ثلاثية غرناطة,Radwa Ashour,4.29,51825,25,2346
The Paris Wife,Paula McLain,3.82,304548,28,2344
"The Viscount Who Loved Me (Bridgertons, #2)",Julia Quinn,3.99,478715,28,2343
The Clash of Civilizations and the Remaking of World Order,Samuel P. Huntington,3.78,14000,25,2341
The Summer of Broken Rules,K.L. Walther,3.88,324836,26,2340
The Likeness (Dublin Murder Squad #2),Tana French,4.06,179682,30,2339
"Yumi and the Nightmare Painter (Hoid's Travails, #2)",Brandon Sanderson,4.44,110278,25,2339
Musashi,Eiji Yoshikawa,4.47,23714,27,2338
"The Memoirs of Sherlock Holmes (Sherlock Holmes, #4)",Arthur Conan Doyle,4.29,105144,31,2338
"The War That Saved My Life (The War That Saved My Life, #1)",Kimberly Brubaker Bradley,4.49,114643,28,2338
The Dead Tell Lies,J.F. Kirwan,4.34,1079,27,2338
"Fool Moon (The Dresden Files, #2)",Jim  Butcher,3.98,207034,32,2337
"This Man Confessed (This Man, #3)",Jodi Ellen Malpas,4.37,85706,29,2334
Underworld,Don DeLillo,3.95,33712,29,2333
"The Infinite Sea (The 5th Wave, #2)",Rick Yancey,3.83,149238,31,2333
If We Were Villains,M.L. Rio,4.09,405084,25,2332
"Fate Finally Found Us: Tommy and Barbara Beal: A Compelling Story of Rock 'n' Roll, His Overcoming Addiction, and Rediscovering Love",Barbara Beal,4.34,427,26,2332
"Ronia, the Robber's Daughter",Astrid Lindgren,4.32,36126,31,2331
The Bookseller of Kabul,Åsne Seierstad,3.77,56806,31,2330
The Guns of August,Barbara W. Tuchman,4.18,84238,32,2330
"Free Four: Tobias Tells the Divergent Knife-Throwing Scene (Divergent, #1.5)",Veronica Roth,4.12,97963,28,2329
"Iron Widow (Iron Widow, #1)",Xiran Jay Zhao,4.02,108646,25,2328
"The Hammer of Thor (Magnus Chase and the Gods of Asgard, #2)",Rick Riordan,4.29,129129,29,2327
"The Dragonbone Chair (Memory, Sorrow, and Thorn, #1)",Tad Williams,3.97,77448,29,2326
Sister Carrie,Theodore Dreiser,3.78,41714,36,2325
"Mateguas Island (Mateguas Island, #1)",Linda  Watkins,3.82,633,24,2324
Nice Girls Don't Get the Corner Office: 101 Unconscious Mistakes Women Make That Sabotage Their Careers,Lois P. Frankel,3.67,19789,26,2324
"Perelandra (The Space Trilogy, #2)",C.S. Lewis,4.01,59908,31,2323
"Eona: The Last Dragoneye (Eon, #2)",Alison Goodman,4.1,40511,26,2323
Stuart Little,E.B. White,3.89,132156,45,2323
Gandhi: An Autobiography,Mahatma Gandhi,4.1,74747,29,2323
"Magic Study (Study, #2)",Maria V. Snyder,4.03,83934,29,2322
I Am Pilgrim,Terry Hayes,4.3,198485,27,2322
"Obsidian Butterfly (Anita Blake, Vampire Hunter, #9)",Laurell K. Hamilton,4.1,66780,33,2320
"Warcross (Warcross, #1)",Marie Lu,4.12,122303,26,2319
Carrie Soto Is Back,Taylor Jenkins Reid,4.2,705293,26,2319
"The 13½ Lives of Captain Bluebear (Zamonia, #1)",Walter Moers,4.32,27415,27,2318
"Gregor the Overlander (Underland Chronicles, #1)",Suzanne Collins,4.04,113743,34,2318
When Heroes Flew (When Heroes Flew #1),"H.W. ""Buzz"" Bernard",4.51,4615,24,2318
"The Duke and I (Bridgertons, #1)",Julia Quinn,3.8,679839,29,2317
"Revelations (Blue Bloods, #3)",Melissa de la Cruz,3.9,79208,36,2316
"Ask the Dust (The Saga of Arturo Bandini, #3)",John Fante,4.1,39220,27,2316
The Snow Child,Eowyn Ivey,4.02,171746,33,2316
"The Van Alen Legacy (Blue Bloods, #4)",Melissa de la Cruz,3.95,67431,37,2315
Capital: A Critique of Political Economy Volume 1,Karl Marx,4.3,14092,26,2314
Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,4.3,309111,26,2314
"The Wide Window (A Series of Unfortunate Events, #3)",Lemony Snicket,3.95,210350,39,2312
"Anne's House of Dreams (Anne of Green Gables, #5)",L.M. Montgomery,4.18,118870,35,2310
As Long as the Lemon Trees Grow,Zoulfa Katouh,4.46,112011,24,2310
"Co-Intelligence: The Definitive, Bestselling Guide to Living and Working with AI",Ethan Mollick,3.95,13991,24,2310
"Furies of Calderon (Codex Alera, #1)",Jim  Butcher,4.13,113351,29,2309
"The Golem and the Jinni (The Golem and the Jinni, #1)",Helene Wecker,4.13,130946,32,2309
Norse Mythology,Neil Gaiman,4.1,342176,28,2309
"The Game of Kings (The Lymond Chronicles, #1)",Dorothy Dunnett,4.14,10092,26,2308
"The Girl with All the Gifts (The Girl With All the Gifts, #1)",M.R. Carey,3.95,244277,27,2308
The Darkest Core (Netherdei #2),Peter Hackshaw,4.23,352,24,2306
"My Bully, My Aunt, & Her Final Gift",Harold Phifer,4.43,1038,27,2306
The Solitude of Prime Numbers,Paolo Giordano,3.65,84134,27,2305
Tell Me Your Dreams,Sidney Sheldon,3.99,55395,27,2304
"Dragons of Autumn Twilight  (Dragonlance: Chronicles, #1)",Margaret Weis,4.01,122488,31,2304
"Believe Me (Shatter Me, #6.5)",Tahereh Mafi,4.11,177605,28,2304
"Alice in Zombieland (White Rabbit Chronicles, #1)",Gena Showalter,4.03,46278,26,2303
Totto-chan: The Little Girl at the Window,Tetsuko Kuroyanagi,4.4,31674,27,2302
Elsewhere,Gabrielle Zevin,3.9,71080,31,2301
"Towers of Midnight (The Wheel of Time, #13)",Robert Jordan,4.48,173912,33,2300
The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams and Reaching Your Destiny,Robin Sharma,3.89,181761,25,2300
"Dream Caster (Dream Cycle, #1)",Najeev Nadarajah,4.21,305,23,2299
"The Crossing (The Border Trilogy, #2)",Cormac McCarthy,4.17,47085,30,2298
"The Enchantress Returns (The Land of Stories, #2)",Chris Colfer,4.43,76075,29,2298
"The Numbing (Whiteout, #3)",Flint Maxwell,4.14,1961,24,2295
"This Side of the Grave (Night Huntress, #5)",Jeaniene Frost,4.26,64753,35,2293
The City & the City,China Miéville,3.9,78224,27,2292
"Never Too Far (Rosemary Beach, #2; Too Far, #2)",Abbi Glines,4.16,123164,30,2292
"Porno (Mark Renton, #3)",Irvine Welsh,3.85,26742,26,2291
"To Kill a Kingdom (Hundred Kingdoms, #1)",Alexandra Christo,3.71,207846,26,2290
"Home: Habitat, Range, Niche, Territory (The Murderbot Diaries, #4.5)",Martha Wells,4.1,29976,24,2289
The Histories,Herodotus,4.01,55406,32,2287
"The First to Die at the End (They Both Die at the End, #0)",Adam Silvera,4.0,122186,25,2287
Wild Hope: Healing Words to Find Light on Dark Days,Donna Ashworth,4.31,1386,24,2287
The Pickwick Papers,Charles Dickens,3.85,32003,32,2285
Making Hearts,Jack Getze,4.25,2192,26,2284
"Amari and the Night Brothers (Supernatural Investigations, #1)",B.B. Alston,4.35,36005,24,2284
Letters to a Young Poet,Rainer Maria Rilke,4.27,120506,28,2282
The Bachman Books,Richard  Bachman,4.15,75438,29,2281
"How Women Rise: Break the 12 Habits Holding You Back from Your Next Raise, Promotion, or Job",Sally Helgesen,4.09,9804,24,2279
"My Sister's Grave (Tracy Crosswhite, #1)",Robert Dugoni,4.1,167367,26,2278
"Twisted Lies (Twisted, #4)",Ana Huang,4.16,675957,26,2276
Blackshirts and Reds: Rational Fascism and the Overthrow of Communism,Michael Parenti,4.4,9183,24,2276
Hate List,Jennifer  Brown,4.0,66732,27,2275
The Man Who Was Thursday: A Nightmare,G.K. Chesterton,3.83,45985,30,2275
Consequences of Capitalism: Manufacturing Discontent and Resistance,Noam Chomsky,4.34,1672,24,2274
"The Book of the Dead (Pendergast, #7; Diogenes, #3)",Douglas Preston,4.17,39550,25,2273
At Swim-Two-Birds,Flann O'Brien,3.85,14273,27,2273
"Prince of Wolves (The Grey Wolves, #1)",Quinn Loftis,4.03,40142,27,2272
"Incarceron (Incarceron, #1)",Catherine Fisher,3.65,62388,29,2272
Altar of Resistance (World War Two #2),Samuel Marquis,4.2,1085,24,2272
Smart Brevity: The Power of Saying More with Less,Jim Vandehei,3.94,9326,24,2270
"Blood Song (Raven's Shadow, #1)",Anthony Ryan,4.41,91824,26,2269
In the Dream House,Carmen Maria Machado,4.39,160395,24,2269
"Shadow Souls (The Vampire Diaries: The Return, #2)",L.J. Smith,3.74,40634,32,2267
Women Who Run With the Wolves,Clarissa Pinkola Estés,4.11,94813,28,2267
Lovely War,Julie Berry,4.22,68866,24,2267
"Our Violent Ends (These Violent Delights, #2)",Chloe Gong,4.27,76420,25,2267
12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,3.91,265435,26,2266
Standing for Something: 10 Neglected Virtues That Will Heal Our Hearts and Homes,Gordon B. Hinckley,4.6,14555,30,2265
"Forbidden Ice (Ice Breaker Cold Case Romance, #13)",Cynthia Eden,4.33,708,24,2265
"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",Robin Sloan,3.72,215824,28,2263
God Emperor of Dune (Dune #4),Frank Herbert,3.88,145533,34,2261
"The Summer Garden (The Bronze Horseman, #3)",Paullina Simons,4.08,33448,24,2261
"Feed (Newsflesh, #1)",Mira Grant,3.85,61417,27,2260
"The Hero and the Crown (Damar, #2)",Robin McKinley,4.21,55006,32,2259
The Civil War: A Narrative,Shelby Foote,4.53,8072,30,2258
"At First Sight (Jeremy Marsh & Lexie Darnell, #2)",Nicholas Sparks,3.86,100411,32,2258
The Book of Lost Names,Kristin Harmel,4.43,290152,24,2258
"Rainbow Six (John Clark, #2; Jack Ryan Universe, #10)",Tom Clancy,4.14,57999,29,2257
Slouching Towards Bethlehem,Joan Didion,4.18,82166,27,2255
"This Savage Song (Monsters of Verity, #1)",Victoria Schwab,4.03,111714,25,2255
The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,4.39,4027177,25,2253
The Guest List,Lucy Foley,3.8,1265483,28,2251
Empire of Pain: The Secret History of the Sackler Dynasty,Patrick Radden Keefe,4.54,134024,26,2250
The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,4.63,52035,39,2249
"Path of the Berserker (Path of the Berserker, #1)",Rick Scott,4.42,2583,24,2249
The Secret of the Blood Charm (Coven Cove #1),David  Clark,4.22,1374,24,2248
"Playbook (Holland Brothers, #2)",Rebecca Jenshak,4.07,22119,24,2247
The Lions of Al-Rassan,Guy Gavriel Kay,4.3,26264,27,2246
"Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life",Jim Kwik,4.07,21579,24,2245
The Overstory,Richard Powers,4.11,194416,25,2245
Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,Marcus Luttrell,4.34,100463,26,2243
The Hundred Secret Senses,Amy Tan,4.0,46585,32,2241
"Angel (Maximum Ride, #7)",James  Patterson,4.0,53646,33,2241
Desert Solitaire,Edward Abbey,4.18,54226,30,2240
"War Horse (War Horse, #1)",Michael Morpurgo,4.15,58922,29,2240
The Statistical Probability of Love at First Sight,Jennifer E. Smith,3.75,128283,26,2239
The Luminaries,Eleanor Catton,3.75,85437,27,2239
What It is Like to Go to War,Karl Marlantes,4.01,9790,24,2237
"Rules of Prey (Lucas Davenport, #1)",John Sandford,4.11,93953,30,2236
"The Shelters of Stone (Earth's Children, #5)",Jean M. Auel,3.88,51987,32,2235
"The Fires of Heaven (The Wheel of Time, #5)",Robert Jordan,4.2,210522,34,2233
Dewey: The Small-Town Library Cat Who Touched the World,Vicki Myron,3.87,62463,28,2233
The Captive Mind,Czesław Miłosz,4.27,4899,24,2233
This Time Tomorrow,Emma Straub,3.8,156775,24,2232
The Thousand Autumns of Jacob de Zoet,David  Mitchell,4.03,67541,29,2231
"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman,3.74,72551,27,2230
The Highly Sensitive Person: How to Thrive When the World Overwhelms You,Elaine N. Aron,3.83,53995,24,2230
Murder in Buckhead (Jack Ludefance #4),Behcet Kaya,4.38,1319,26,2230
Einstein: His Life and Universe,Walter Isaacson,4.17,201470,25,2228
Mila 18,Leon Uris,4.32,26506,35,2227
"Pollyanna (Pollyanna, #1)",Eleanor H. Porter,4.02,91532,35,2225
"Thief of Time (Discworld, #26; Death, #5)",Terry Pratchett,4.28,77436,35,2225
Fairest,Gail Carson Levine,3.89,68987,33,2224
"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,4.42,1209242,25,2220
"Night Pleasures (Dark-Hunter, #1)",Sherrilyn Kenyon,4.19,82547,36,2218
